"","x"
"73907","elkerton"
"73908",""
"73909","kong"
"73910",""
"73911","big"
"73912",""
"73913","wave"
"73914",""
"73915","rugby"
"73916","league"
"73917",""
"73918","Mal"
"73919","Meninga"
"73920",""
"73921","Queensland"
"73922",""
"73923","Maroons"
"73924",""
"73925","Billy"
"73926","Slater"
"73927",""
"73928","Rockhampton"
"73929",""
"73930","Justin"
"73931","Hodges"
"73932",""
"73933","Sam"
"73934","Thaiday"
"73935",""
"73936","State"
"73937","of"
"73938","Origin"
"73939","don"
"73940","river"
"73941","railway"
"73942",""
"73943","royal"
"73944","carriage"
"73945",""
"73946","royalty"
"73947",""
"73948","trains"
"73949",""
"73950","restoration"
"73951",""
"73952","rail"
"73953","transport"
"73954",""
"73955","historic"
"73956","railway"
"73957",""
"73958","rail"
"73959","journeys"
"73960",""
"73961","prince"
"73962","of"
"73963","wales"
"73964",""
"73965","duke"
"73966","of"
"73967","york"
"73968",""
"73969","duke"
"73970","of"
"73971","gloucester"
"73972",""
"73973","inversk"
"73974",""
"73975","launceston"
"73976",""
"73977","penny"
"73978","terry"
"73979",""
"73980","carriage"
"73981",""
"73982","rick"
"73983","eaves"
"73984",""
"73985","north"
"73986","west"
"73987",""
"73988","utas"
"73989",""
"73990","university"
"73991",""
"73992","engineering"
"73993",""
"73994","high"
"73995","school"
"73996",""
"73997","students"
"73998",""
"73999","burnie"
"74000",""
"74001","CAT"
"74002",""
"74003","mining"
"74004","abc"
"74005",""
"74006","environment"
"74007",""
"74008","murray"
"74009","river"
"74010",""
"74011","education"
"74012",""
"74013","books"
"74014",""
"74015","children"
"74016",""
"74017","adrian"
"74018","wells"
"74019",""
"74020","abc"
"74021",""
"74022","blood"
"74023",""
"74024","oriel"
"74025","mcrae"
"74026",""
"74027","red"
"74028","cross"
"74029",""
"74030","health"
"74031",""
"74032","community"
"74033",""
"74034","cbraille"
"74035",""
"74036","braille"
"74037",""
"74038","lighting"
"74039","exhibition"
"74040",""
"74041","queens"
"74042","park"
"74043",""
"74044","brisbane"
"74045","NAIDOC"
"74046","Week"
"74047",""
"74048","Broken"
"74049","Hill"
"74050",""
"74051","Sturt"
"74052","Park"
"74053","hamilton"
"74054","recycling"
"74055","centre"
"74056","southern"
"74057","grampians"
"74058","shire"
"74059","kevin"
"74060","o'brien"
"74061","tip"
"74062","waste"
"74063","landfill"
"74064","abc"
"74065","south"
"74066","west"
"74067","victoria"
"74068","breakfast"
"74069","jeremy"
"74070","lee"
"74071","Jenna"
"74072","Farrow"
"74073","football"
"74074","sport"
"74075","school"
"74076","rick"
"74077","eaves"
"74078","burnie"
"74079","marist"
"74080","college"
"74081","north"
"74082","west"
"74083","umpire"
"74084","abc"
"74085","gippsland"
"74086","gunai"
"74087","kurnai"
"74088","aboriginal"
"74089","indigenous"
"74090","art"
"74091","sale"
"74092","warragul"
"74093","west"
"74094","gippsland"
"74095","arts"
"74096","centre"
"74097","naidoc"
"74098","week"
"74099","Broome"
"74100","jewish"
"74101","adventure"
"74102","tourism"
"74103","Kimberley"
"74104","Antarctica"
"74105","wedding"
"74106","penguin"
"74107","jeweller"
"74108","pearl"
"74109","snake"
"74110","Song"
"74111","Connections"
"74112","Kimberley:"
"74113","Mornings"
"74114","Wilcannia"
"74115","River"
"74116","Radio"
"74117",""
"74118","Broken"
"74119","Hill"
"74120",""
"74121","ABC999"
"74122",""
"74123","Ron"
"74124","Josephs"
"74125",""
"74126","Jade"
"74127","Shillingsworth"
"74128",""
"74129","Julie"
"74130","Finlayson"
"74131","Australia"
"74132",""
"74133","ABC"
"74134",""
"74135","news"
"74136",""
"74137","V8"
"74138",""
"74139","Supercar"
"74140",""
"74141","Maro"
"74142","Engel"
"74143",""
"74144","Townsville"
"74145",""
"74146","400"
"74147",""
"74148","Hill"
"74149",""
"74150","mayor"
"74151",""
"74152","pitstop"
"74153",""
"74154","racing"
"74155",""
"74156","motor"
"74157",""
"74158","motorsport"
"74159",""
"74160","sport"
"74161",""
"74162","john"
"74163","turnbull"
"74164",""
"74165","stanley"
"74166",""
"74167","penny"
"74168","terry"
"74169",""
"74170","garage"
"74171",""
"74172","workshop"
"74173",""
"74174","instrument"
"74175","making"
"74176",""
"74177","tasmania"
"74178",""
"74179","your"
"74180","afternoon"
"74181",""
"74182","woodwork"
"74183",""
"74184","guitar"
"74185",""
"74186","stringed"
"74187","instrument"
"74188",""
"74189","craftsman"
"74190","cold"
"74191",""
"74192","granite"
"74193","belt"
"74194","abc"
"74195",""
"74196","albury"
"74197",""
"74198","wodonga"
"74199",""
"74200","tourism"
"74201",""
"74202","guide"
"74203",""
"74204","mayor"
"74205",""
"74206","government"
"74207",""
"74208","NAIDOC"
"74209","Week"
"74210","2013"
"74211",""
"74212","Broken"
"74213","Hill"
"74214",""
"74215","Maureen"
"74216","O'Donnell"
"74217",""
"74218","Indigenous"
"74219","footy"
"74220",""
"74221","football"
"74222",""
"74223","eyre"
"74224","peninsula"
"74225",""
"74226","tumby"
"74227","bay"
"74228",""
"74229","lock"
"74230",""
"74231","great"
"74232","flinders"
"74233",""
"74234","cougars"
"74235",""
"74236","eagles"
"74237",""
"74238","saints"
"74239",""
"74240","ramblers"
"74241","magpies"
"74242","mackay"
"74243",""
"74244","river"
"74245","sessions"
"74246",""
"74247","queensland"
"74248",""
"74249","bliss"
"74250","n"
"74251","eso"
"74252",""
"74253","boy"
"74254","and"
"74255","bear"
"74256",""
"74257","grinspoon"
"74258",""
"74259","seth"
"74260","sentry"
"74261","harris"
"74262","park"
"74263","station"
"74264","702"
"74265","abc"
"74266","sydney"
"74267","matthew"
"74268","bevan"
"74269","landslide"
"74270","landslip"
"74271","abc"
"74272","north"
"74273","west"
"74274","queensland"
"74275",""
"74276","mount"
"74277","isa"
"74278",""
"74279","emma"
"74280","cillekens"
"74281",""
"74282","breakfast"
"74283",""
"74284","pictures"
"74285",""
"74286","photos"
"74287",""
"74288","images"
"74289",""
"74290","fire"
"74291",""
"74292","blaze"
"74293",""
"74294","firefighters"
"74295",""
"74296","emergency"
"74297",""
"74298","spinifex"
"74299","state"
"74300","college"
"74301",""
"74302","school"
"74303",""
"74304","library"
"74305","warrnibald"
"74306","archibool"
"74307","wdea"
"74308","western"
"74309","district"
"74310","employment"
"74311","access"
"74312","deon"
"74313","cameron"
"74314","alex"
"74315","reece"
"74316","painting"
"74317","portrait"
"74318","artist"
"74319","abc"
"74320","south"
"74321","west"
"74322","breakfast"
"74323","jeremy"
"74324","lee"
"74325","supanova"
"74326",""
"74327","perth"
"74328",""
"74329","event"
"74330",""
"74331","arts"
"74332","Tea"
"74333","Cosy"
"74334","Competition"
"74335","Kalgoorlie"
"74336","Fossick"
"74337","Handmade"
"74338","Photos"
"74339","Craft"
"74340","Art"
"74341","Knitting"
"74342","Crocheting"
"74343","radio"
"74344","lollipop"
"74345",""
"74346","mater"
"74347","childrens"
"74348","hospital"
"74349",""
"74350","fundraising"
"74351","appeal"
"74352","Newcastle:"
"74353","Drive"
"74354","1233"
"74355","portrait"
"74356","prize"
"74357","winner"
"74358","finalists"
"74359","2013"
"74360","lake"
"74361","macquarie"
"74362","art"
"74363","gallery"
"74364","shane"
"74365","blue"
"74366","brett"
"74367","mcmahon"
"74368","artist"
"74369","photography"
"74370","contest"
"74371","abc"
"74372","paul"
"74373","bevan"
"74374","localtreasures"
"74375",""
"74376","Newcastle:"
"74377","Afternoons"
"74378",""
"74379","carol"
"74380","duncan"
"74381",""
"74382","@carolduncan"
"74383",""
"74384","beach"
"74385","hotel"
"74386",""
"74387","showpeople"
"74388","inn"
"74389",""
"74390","circus"
"74391",""
"74392","sideshow"
"74393",""
"74394","jolly"
"74395","nellie"
"74396",""
"74397","betty"
"74398","broadbent"
"74399",""
"74400","watt"
"74401","street"
"74402",""
"74403","city"
"74404","evolutions"
"74405","abc"
"74406",""
"74407","dramatic"
"74408","minds"
"74409",""
"74410","mental"
"74411","illness"
"74412",""
"74413","youth"
"74414",""
"74415","theatre"
"74416",""
"74417","arts"
"74418",""
"74419","drama"
"74420",""
"74421","Berri"
"74422","Hospital"
"74423",""
"74424","redevelopment"
"74425",""
"74426","Riverland"
"74427","General"
"74428","Hospital"
"74429",""
"74430","photos"
"74431",""
"74432","sneak"
"74433","peak"
"74434",""
"74435","health"
"74436",""
"74437","hospital"
"74438",""
"74439","news"
"74440",""
"74441","photography"
"74442",""
"74443","eidsvold"
"74444",""
"74445","RM"
"74446","Williams"
"74447","centre"
"74448",""
"74449","John"
"74450","Doody"
"74451","Mount"
"74452","Larcom"
"74453",""
"74454","Danny"
"74455","Norton"
"74456",""
"74457","cafe"
"74458",""
"74459","travellers"
"74460",""
"74461","Bruce"
"74462","Highway"
"74463",""
"74464","dairy"
"74465",""
"74466","dairy"
"74467","farming"
"74468",""
"74469","central"
"74470","Queensland"
"74471",""
"74472","transport"
"74473","rick"
"74474","eaves"
"74475",""
"74476","utas"
"74477",""
"74478","schools"
"74479",""
"74480","education"
"74481",""
"74482","dream"
"74483","big"
"74484",""
"74485","burnie"
"74486",""
"74487","north"
"74488","west"
"74489",""
"74490","romaine"
"74491",""
"74492","havenview"
"74493",""
"74494","montello"
"74495","Guide"
"74496","Dog"
"74497","Debbie"
"74498","Van"
"74499","Luxemborg"
"74500","Max"
"74501","Blind"
"74502","Vision"
"74503","Impaired"
"74504","Kalgoorlie"
"74505","Goldfields"
"74506","news"
"74507",""
"74508","whalemail"
"74509",""
"74510","Mandy"
"74511","Watson"
"74512",""
"74513","whale"
"74514",""
"74515","Portland"
"74516",""
"74517","whale"
"74518","watching"
"74519",""
"74520","marine"
"74521","biology"
"74522",""
"74523","Western"
"74524","Victoria"
"74525",""
"74526","ABC"
"74527","South"
"74528","East"
"74529","SA"
"74530",""
"74531","Tasha"
"74532","Impey"
"74533",""
"74534","Senior"
"74535","Biodiversity"
"74536","Officer"
"74537","with"
"74538","Environment"
"74539","and"
"74540","Primary"
"74541","Industries"
"74542","perth"
"74543",""
"74544","720"
"74545",""
"74546","mornings"
"74547",""
"74548","trees"
"74549",""
"74550","register"
"74551",""
"74552","photo"
"74553","abc"
"74554","indigenous"
"74555","aboriginal"
"74556","won"
"74557","wron"
"74558","state"
"74559","park"
"74560","white"
"74561","womans"
"74562","water"
"74563","hole"
"74564","yarram"
"74565","cma"
"74566","gippsland"
"74567","glawac"
"74568","Newcastle:"
"74569","Saturday"
"74570","Breakfast"
"74571","state"
"74572","of"
"74573","origin"
"74574","game"
"74575","two"
"74576","2"
"74577","lang"
"74578","park"
"74579","nsw"
"74580","queensland"
"74581","maroons"
"74582","blues"
"74583","rugby"
"74584","league"
"74585","abc"
"74586","grandstand"
"74587","1233"
"74588","oakeshott"
"74589",""
"74590","federal"
"74591","politics"
"74592",""
"74593","lyne"
"74594",""
"74595","Junior"
"74596","Beef"
"74597","Show"
"74598",""
"74599","Rockhampton"
"74600",""
"74601","Australia"
"74602","Brahman"
"74603","Breeders"
"74604","Association"
"74605",""
"74606","Tom"
"74607","Hooper"
"74608",""
"74609","Charlie"
"74610","Hooper"
"74611",""
"74612","Brett"
"74613","Coombe"
"74614",""
"74615","America"
"74616",""
"74617","cattle"
"74618",""
"74619","beef"
"74620",""
"74621","USA"
"74622",""
"74623","handling"
"74624",""
"74625","cooking"
"74626",""
"74627","judging"
"74628",""
"74629","cattle"
"74630","judging"
"74631",""
"74632","rural"
"74633",""
"74634","livestock"
"74635",""
"74636","children"
"74637",""
"74638","youth"
"74639",""
"74640","rural"
"74641","youth"
"74642","supermoon"
"74643",""
"74644","astronomy"
"74645",""
"74646","planets"
"74647",""
"74648","moon"
"74649",""
"74650","Sunshine"
"74651","Coast"
"74652",""
"74653","Picnic"
"74654","Point"
"74655",""
"74656","ABC"
"74657","David"
"74658","edgar"
"74659",""
"74660","art"
"74661",""
"74662","artist"
"74663",""
"74664","north"
"74665","west"
"74666",""
"74667","tasmania"
"74668",""
"74669","rick"
"74670","eaves"
"74671",""
"74672","ian"
"74673","household"
"74674",""
"74675","geologist"
"74676",""
"74677","geomorphologist"
"74678",""
"74679","wynyard"
"74680",""
"74681","fossil"
"74682","bluff"
"74683",""
"74684","rocks"
"74685","Peter"
"74686","Foxwell"
"74687",""
"74688","Alton"
"74689","Downs"
"74690",""
"74691","farmer"
"74692",""
"74693","producer"
"74694",""
"74695","crop"
"74696",""
"74697","sunflowers"
"74698",""
"74699","birdseed"
"74700","footy"
"74701",""
"74702","football"
"74703",""
"74704","great"
"74705","flinders"
"74706",""
"74707","eyre"
"74708","peninsula"
"74709",""
"74710","round"
"74711","8"
"74712",""
"74713","mid"
"74714","west"
"74715",""
"74716","eastern"
"74717","eyre"
"74718",""
"74719","far"
"74720","west"
"74721",""
"74722","port"
"74723","lincoln"
"74724","news"
"74725",""
"74726","brooweena"
"74727",""
"74728","history"
"74729",""
"74730","museum"
"74731",""
"74732","woocoo"
"74733","shire"
"74734","council"
"74735",""
"74736","fraser"
"74737","coast"
"74738","council"
"74739",""
"74740","agriculture"
"74741","weather"
"74742","east"
"74743","coast"
"74744","low"
"74745","bureau"
"74746","of"
"74747","meteorology"
"74748","rain"
"74749","winds"
"74750","warnings"
"74751","surf"
"74752","1233"
"74753","abc"
"74754","abc"
"74755","western"
"74756","queensland"
"74757",""
"74758","alpha"
"74759","races"
"74760",""
"74761","2013"
"74762",""
"74763","pictures"
"74764",""
"74765","images"
"74766",""
"74767","photographs"
"74768",""
"74769","five"
"74770","years"
"74771","mornings"
"74772","western"
"74773","plains"
"74774",""
"74775","five"
"74776","years"
"74777","mornings"
"74778",""
"74779","dugald"
"74780","saunders"
"74781",""
"74782","liz"
"74783","hedge"
"74784",""
"74785","mornings"
"74786","show"
"74787","abc"
"74788","western"
"74789","plains"
"74790",""
"74791","mornings"
"74792","abc"
"74793","western"
"74794","plains"
"74795",""
"74796","coonabarabran"
"74797","fire"
"74798",""
"74799","lightening"
"74800","ridge"
"74801","artesian"
"74802","pools"
"74803","abc"
"74804","north"
"74805","west"
"74806","queensland"
"74807",""
"74808","pictures"
"74809",""
"74810","photos"
"74811",""
"74812","images"
"74813",""
"74814","ben"
"74815","macrae"
"74816",""
"74817","photography"
"74818",""
"74819","storm"
"74820",""
"74821","lightning"
"74822",""
"74823","weather"
"74824",""
"74825","mount"
"74826","isa"
"74827",""
"74828","outback"
"74829",""
"74830","arboretum"
"74831",""
"74832","pod"
"74833","playground"
"74834",""
"74835","tourism"
"74836",""
"74837","play"
"74838",""
"74839","children"
"74840",""
"74841","family"
"74842",""
"74843","trees"
"74844",""
"74845","design"
"74846",""
"74847","facility"
"74848",""
"74849","game"
"74850",""
"74851","Canberra:"
"74852","Drive"
"74853","Townsville"
"74854",""
"74855","Australia"
"74856",""
"74857","Billycart"
"74858",""
"74859","dash"
"74860",""
"74861","Variety"
"74862",""
"74863","fundraise"
"74864",""
"74865","sport"
"74866",""
"74867","cart"
"74868",""
"74869","racing"
"74870",""
"74871","fundraising"
"74872",""
"74873","Andy"
"74874","Toulson"
"74875",""
"74876","lismore"
"74877",""
"74878","lantern"
"74879",""
"74880","parade"
"74881",""
"74882","crowd"
"74883",""
"74884","photos"
"74885",""
"74886","article"
"74887",""
"74888","news"
"74889",""
"74890","abc"
"74891",""
"74892","north"
"74893",""
"74894","coast"
"74895",""
"74896","margaret"
"74897",""
"74898","burin"
"74899",""
"74900","faces"
"74901",""
"74902","images"
"74903",""
"74904","pictures"
"74905",""
"74906","jyllie"
"74907",""
"74908","jackson"
"74909",""
"74910","2013"
"74911",""
"74912","shots"
"74913",""
"74914","finale"
"74915",""
"74916","fireworks"
"74917",""
"74918","event"
"74919",""
"74920","702headon"
"74921",""
"74922","702:"
"74923","evenings"
"74924",""
"74925","d'amici"
"74926",""
"74927","bernasconi"
"74928",""
"74929","donegan"
"74930",""
"74931","antarctica"
"74932",""
"74933","photography"
"74934",""
"74935","expedition"
"74936",""
"74937","exhibition"
"74938","christian"
"74939","city"
"74940","church"
"74941",""
"74942","pastor"
"74943","pat"
"74944","antcliff"
"74945",""
"74946","hamish"
"74947","macdonald"
"74948",""
"74949","c3"
"74950",""
"74951","religion"
"74952",""
"74953","hillsong"
"74954",""
"74955","syndey"
"74956","Newcastle"
"74957",""
"74958","Black"
"74959","Hawk"
"74960",""
"74961","1233"
"74962",""
"74963","Nick"
"74964","Gerber"
"74965",""
"74966","Helicopter"
"74967",""
"74968","Army"
"74969",""
"74970","RAAF"
"74971",""
"74972","sand"
"74973",""
"74974","erosion"
"74975",""
"74976","Australian"
"74977","National"
"74978","Surf"
"74979","Titles"
"74980",""
"74981","Maroochydore"
"74982",""
"74983","dozer"
"74984",""
"74985","ABC"
"74986","Sunshine"
"74987","Coast"
"74988",""
"74989","ABC"
"74990","alice"
"74991","springs"
"74992","beanie"
"74993","festival"
"74994",""
"74995","news"
"74996",""
"74997","indigenous"
"74998",""
"74999","craft"
"75000",""
"75001","textiles"
"75002",""
"75003","buddha"
"75004",""
"75005","buddhism"
"75006",""
"75007","vesak"
"75008",""
"75009","festival"
"75010","Boating"
"75011",""
"75012","Fishing"
"75013",""
"75014","Yachting"
"75015",""
"75016","Rescue"
"75017",""
"75018","Show"
"75019",""
"75020","Adelaide:"
"75021","Saturday"
"75022","Broken"
"75023","Hill"
"75024",""
"75025","archery"
"75026",""
"75027","David"
"75028","Lee"
"75029",""
"75030","Tim"
"75031","Mercer"
"75032",""
"75033","sport"
"75034","skywhale"
"75035",""
"75036","dark"
"75037","mofo"
"75038",""
"75039","art"
"75040",""
"75041","hot"
"75042","air"
"75043","balloon"
"75044",""
"75045","regatta"
"75046","grounds"
"75047",""
"75048","hobart"
"75049",""
"75050","patricia"
"75051","piccinini"
"75052",""
"75053","festival"
"75054",""
"75055","abc"
"75056","drug"
"75057","alcohol"
"75058","addiction"
"75059","abuse"
"75060","recovery"
"75061","rehab"
"75062","rehabilitation"
"75063","Morwell"
"75064","Gippsland"
"75065","ice"
"75066","cannibas"
"75067","synagogue"
"75068",""
"75069","hamish"
"75070","macdonald"
"75071",""
"75072","religion"
"75073",""
"75074","702:"
"75075","drive"
"75076",""
"75077","Perth"
"75078",""
"75079","pertharts"
"75080",""
"75081","Art"
"75082","Gallery"
"75083","of"
"75084","WA"
"75085",""
"75086","Museum"
"75087","of"
"75088","Modern"
"75089","Art"
"75090",""
"75091","New"
"75092","York"
"75093",""
"75094","MOMA"
"75095",""
"75096","AGWA"
"75097",""
"75098","720:"
"75099","drive"
"75100",""
"75101","Van"
"75102","Gogh"
"75103",""
"75104","Dali"
"75105",""
"75106","Picasso"
"75107",""
"75108","Matisse"
"75109",""
"75110","Cezanne"
"75111",""
"75112","Duchamp"
"75113",""
"75114","Miro"
"75115",""
"75116","Toulouse-Lautrec"
"75117",""
"75118","homeless"
"75119",""
"75120","Vinnies"
"75121",""
"75122","St"
"75123","Vincent"
"75124","de"
"75125","Paul"
"75126",""
"75127","Townsville"
"75128",""
"75129","ABC"
"75130",""
"75131","Australia"
"75132",""
"75133","sleeping"
"75134","rough"
"75135",""
"75136","poverty"
"75137",""
"75138","Terry"
"75139","Barclay"
"75140",""
"75141","Broken"
"75142","Hill"
"75143",""
"75144","mining"
"75145",""
"75146","India"
"75147",""
"75148","hotels"
"75149",""
"75150","Di"
"75151","Barclay"
"75152",""
"75153","geologist"
"75154","lismore"
"75155",""
"75156","lantern"
"75157",""
"75158","parade"
"75159",""
"75160","abc"
"75161",""
"75162","north"
"75163",""
"75164","coast"
"75165",""
"75166","photos"
"75167",""
"75168","workshop"
"75169",""
"75170","in"
"75171",""
"75172","story"
"75173",""
"75174","article"
"75175",""
"75176","2013"
"75177",""
"75178","jilly"
"75179",""
"75180","jackson"
"75181",""
"75182","albert"
"75183","hall"
"75184",""
"75185","tasmanian"
"75186","antiques"
"75187","fair"
"75188",""
"75189","georgian"
"75190",""
"75191","victorian"
"75192",""
"75193","collectable"
"75194",""
"75195","furniture"
"75196",""
"75197","jewellry"
"75198",""
"75199","history"
"75200",""
"75201","art"
"75202",""
"75203","painting"
"75204",""
"75205","launceston"
"75206",""
"75207","tasmania"
"75208",""
"75209","robert"
"75210","henley"
"75211",""
"75212","clocks"
"75213",""
"75214","abc"
"75215","northern"
"75216","tasmania"
"75217","kitoto"
"75218","giraffe"
"75219",""
"75220","niota"
"75221","taronga"
"75222","zoo"
"75223",""
"75224","tracey"
"75225","roberts"
"75226","zoo"
"75227","keeper"
"75228",""
"75229","tracey"
"75230","roberts"
"75231","taronga"
"75232","zoo"
"75233",""
"75234","kia"
"75235","handley"
"75236",""
"75237","giraffe"
"75238","herd"
"75239",""
"75240","western"
"75241","plains"
"75242","targona"
"75243","zoo"
"75244","kitoto"
"75245",""
"75246","kitoto"
"75247",""
"75248","kitoto"
"75249","taronga"
"75250","zoo"
"75251",""
"75252","sydney"
"75253","taronga"
"75254","zoo"
"75255",""
"75256","taronga"
"75257","zoo"
"75258","giraffes"
"75259",""
"75260","zoo"
"75261","breeding"
"75262","program"
"75263","tasmanian"
"75264","devil"
"75265",""
"75266","tasmanian"
"75267","tiger"
"75268",""
"75269","rick"
"75270","eaves"
"75271",""
"75272","heath"
"75273","holden"
"75274",""
"75275","photographer"
"75276",""
"75277","wildlife"
"75278",""
"75279","north"
"75280","west"
"75281",""
"75282","thylacine"
"75283",""
"75284","tasmania"
"75285","blom"
"75286",""
"75287","photography"
"75288",""
"75289","headOn"
"75290",""
"75291","702headon"
"75292",""
"75293","donegan"
"75294",""
"75295","holga"
"75296",""
"75297","film"
"75298","todd"
"75299","mall"
"75300",""
"75301","cat"
"75302",""
"75303","alice"
"75304","springs"
"75305",""
"75306","redevelopment"
"75307",""
"75308","design"
"75309",""
"75310","news"
"75311",""
"75312","pork"
"75313",""
"75314","rural"
"75315",""
"75316","pig"
"75317",""
"75318","farming"
"75319",""
"75320","organic"
"75321",""
"75322","mountain"
"75323","creek"
"75324","farm"
"75325",""
"75326","butcher"
"75327",""
"75328","butchery"
"75329",""
"75330","meat"
"75331","processing"
"75332",""
"75333","sausage"
"75334",""
"75335","salami"
"75336",""
"75337","mince"
"75338",""
"75339","James"
"75340","Vyver"
"75341",""
"75342","Tobi"
"75343","Edmunds"
"75344",""
"75345","Canberra:"
"75346","Mornings"
"75347",""
"75348","food"
"75349","panel"
"75350","abc"
"75351","open"
"75352",""
"75353","snapped:"
"75354","old"
"75355",""
"75356","tibooburra"
"75357",""
"75358","kim"
"75359","piddington"
"75360",""
"75361","abandoned"
"75362","photography"
"75363","exhibition"
"75364",""
"75365","photography"
"75366",""
"75367","goldrush"
"75368",""
"75369","history"
"75370",""
"75371","milparinka"
"75372","heritage"
"75373","precinct"
"75374",""
"75375","tibooburra"
"75376","sight"
"75377","and"
"75378","sound"
"75379","festival"
"75380","gippsland"
"75381","floods"
"75382","2013"
"75383","june"
"75384","sale"
"75385","traralgon"
"75386","central"
"75387","south"
"75388","west"
"75389","east"
"75390","emergency"
"75391","river"
"75392","rise"
"75393","footy"
"75394",""
"75395","football"
"75396",""
"75397","great"
"75398","flinders"
"75399",""
"75400","round"
"75401","7"
"75402",""
"75403","cougars"
"75404",""
"75405","tumby"
"75406","bay"
"75407",""
"75408","eyre"
"75409","peninsula"
"75410",""
"75411","mid"
"75412","west"
"75413",""
"75414","far"
"75415","west"
"75416",""
"75417","eastern"
"75418","eyre"
"75419",""
"75420","port"
"75421","lincoln"
"75422","perth"
"75423",""
"75424","720:"
"75425","drive"
"75426",""
"75427","hyde"
"75428","park"
"75429",""
"75430","north"
"75431","perth"
"75432",""
"75433","water"
"75434",""
"75435","rick"
"75436","lotznicker"
"75437",""
"75438","drainage"
"75439",""
"75440","lake"
"75441",""
"75442","willow"
"75443",""
"75444","tree"
"75445",""
"75446","planting"
"75447",""
"75448","native"
"75449",""
"75450","vegetation"
"75451",""
"75452","emerge"
"75453","festival"
"75454",""
"75455","melbourne"
"75456",""
"75457","multicultural"
"75458","breenhold"
"75459","garden"
"75460",""
"75461","breenhold"
"75462","gardens"
"75463",""
"75464","the"
"75465","great"
"75466","gatsby"
"75467",""
"75468","leonardo"
"75469","dicaprio"
"75470",""
"75471","leo"
"75472","dicaprio"
"75473","great"
"75474","gatsby"
"75475",""
"75476","jay"
"75477","gatsby"
"75478",""
"75479","nick"
"75480","carraway"
"75481",""
"75482","baz"
"75483","luhrmann"
"75484",""
"75485","carey"
"75486","mulligan"
"75487",""
"75488","gemma"
"75489","ward"
"75490",""
"75491","tom"
"75492","breen"
"75493",""
"75494","breenhold"
"75495","garden"
"75496","great"
"75497","gatsby"
"75498",""
"75499","great"
"75500","gatsby"
"75501","filming"
"75502","locations"
"75503",""
"75504","great"
"75505","gatsby"
"75506","movie"
"75507","trivia"
"75508",""
"75509","baz"
"75510","luhrmann"
"75511","great"
"75512","gatsby"
"75513",""
"75514","mt"
"75515","wilson"
"75516","great"
"75517","gatsby"
"75518",""
"75519","garden"
"75520","photography"
"75521",""
"75522","central"
"75523","west"
"75524","gardens"
"75525","laman"
"75526","street"
"75527",""
"75528","carol"
"75529","duncan"
"75530",""
"75531","Newcastle:"
"75532","Afternoons"
"75533",""
"75534","carolduncan"
"75535",""
"75536","figs"
"75537",""
"75538","newcastle"
"75539",""
"75540","city"
"75541",""
"75542","art"
"75543","gallery"
"75544",""
"75545","fountain"
"75546","aboriginal"
"75547",""
"75548","culture"
"75549",""
"75550","naidoc"
"75551",""
"75552","saltwater"
"75553","freshwater"
"75554",""
"75555","dance"
"75556",""
"75557","young"
"75558","people"
"75559",""
"75560","art"
"75561",""
"75562","Tokyo"
"75563",""
"75564","painting"
"75565",""
"75566","[printing"
"75567",""
"75568","history"
"75569",""
"75570","kabuki"
"75571",""
"75572","dance"
"75573",""
"75574","theatre"
"75575",""
"75576","Natori"
"75577","Shunsen"
"75578",""
"75579","performance"
"75580",""
"75581","National"
"75582","Gallery"
"75583","Canberra"
"75584","Tower"
"75585",""
"75586","airservices"
"75587","australia"
"75588",""
"75589","binh"
"75590","huynh"
"75591",""
"75592","iain"
"75593","martin"
"75594",""
"75595","kate"
"75596","corbett"
"75597",""
"75598","airoplane"
"75599",""
"75600","aviation"
"75601",""
"75602","transport"
"75603",""
"75604","air"
"75605","traffic"
"75606","control"
"75607",""
"75608","Canberra"
"75609","Airport"
"75610",""
"75611","Canberra"
"75612","Airport"
"75613","Control"
"75614","Tower"
"75615",""
"75616","planes"
"75617",""
"75618","runway"
"75619",""
"75620","Canberra:"
"75621","Drive"
"75622","Opal"
"75623","Card"
"75624",""
"75625","Sydney"
"75626",""
"75627","Roll"
"75628","Out"
"75629",""
"75630","trains"
"75631",""
"75632","ferries"
"75633",""
"75634","transport"
"75635",""
"75636","buses"
"75637",""
"75638","gladys"
"75639",""
"75640","liberal"
"75641",""
"75642","NSW"
"75643",""
"75644","Government"
"75645",""
"75646","Oyster"
"75647",""
"75648","ticketing"
"75649",""
"75650","ticket"
"75651",""
"75652","passengers"
"75653",""
"75654","central"
"75655",""
"75656","circular"
"75657","quay"
"75658","National"
"75659","Finals"
"75660","Rodeo"
"75661",""
"75662","horses"
"75663",""
"75664","cowboys"
"75665",""
"75666","cowgirls"
"75667",""
"75668","broncos"
"75669",""
"75670","cows"
"75671",""
"75672","gold"
"75673","coast"
"75674",""
"75675","convention"
"75676","centre"
"75677","Socceroos"
"75678",""
"75679","World"
"75680","Cup"
"75681",""
"75682","Tim"
"75683","Cahill"
"75684",""
"75685","robbie"
"75686","kruse"
"75687",""
"75688","soccer"
"75689",""
"75690","football"
"75691",""
"75692","qualifier"
"75693",""
"75694","mark"
"75695","schwarzer"
"75696",""
"75697","australia"
"75698",""
"75699","2013"
"75700",""
"75701","Iraq"
"75702",""
"75703","Kogarah"
"75704","Ben"
"75705","Quilty"
"75706",""
"75707","Wilcannia"
