"","Var1","Freq"
"1475","Bendigo",16
"1476","benefits",2
"1477","Benevolent",1
"1478","Bengal",1
"1479","benjamin",1
"1480","bennelong",2
"1481","bennet",1
"1482","bennett",4
"1483","Bennett",2
"1484","benny",2
"1485","Benny",1
"1486","bent",2
"1487","bentley",6
"1488","Bentley",1
"1489","bento",1
"1490","Beresford",1
"1491","Bergamo",1
"1492","berger",2
"1493","berisha",1
"1494","berk",1
"1495","berkshire",1
"1496","Bermagui",3
"1497","bern",1
"1498","bernadette",5
"1499","Bernadette",1
"1500","bernard",2
"1501","Bernard",1
"1502","bernasconi",1
"1503","berndt",1
"1504","bernie",3
"1505","Berrett",1
"1506","berri",1
"1507","Berri",7
"1508","berrima",1
"1509","berrimah",1
"1510","berry",3
"1511","bertalli",1
"1512","berth",2
"1513","Bertouch",1
"1514","beryl",1
"1515","besert",1
"1516","bess",1
"1517","best",8
"1518","Best",1
"1519","beswick",1
"1520","bet",1
"1521","Betascapes",1
"1522","beth",3
"1523","Beth",2
"1524","Bethlehem",1
"1525","betoota",1
"1526","betten",2
"1527","better",3
"1528","bettiens",2
"1529","betting",2
"1530","bettio",1
"1531","bettridge",1
"1532","Bettridge",1
"1533","betty",5
"1534","Betty",2
"1535","bev",2
"1536","bevan",7
"1537","Beverly",1
"1538","bexon",1
"1539","Beynon",1
"1540","beyond",1
"1541","Beyond",3
"1542","beyondblue",2
"1543","BHFL",1
"1544","BHP",2
"1545","biami",1
"1546","bianca",1
"1547","bianchi",1
"1548","bianco",1
"1549","bibbulmun",1
"1550","bible",2
"1551","biblical",2
"1552","bicentenary",1
"1553","Bicentennial",1
"1554","bicheno",3
"1555","bicycle",27
"1556","bicycles",3
"1557","Biddie",1
"1558","Biddulph",2
"1559","Biden",1
"1560","bidjara",2
"1561","bidyadanga",2
"1562","bienalle",1
"1563","biennale",3
"1564","Biennale",2
"1565","Biennial",1
"1566","bifida",1
"1567","big",32
"1568","Big",22
"1569","bigfoot",1
"1570","biggenden",1
"1571","biggest",3
"1572","Biggest",2
"1573","bignell",2
"1574","Bijou",1
"1575","bike",46
"1576","Bike",4
"1577","bikeride",1
"1578","bikers",4
"1579","bikes",6
"1580","Bikes",1
"1581","bikie",5
"1582","bikies",5
"1583","biking",1
"1584","bikini",1
"1585","Bikini",1
"1586","bikinis",1
"1587","bilby",1
"1588","bilgola",1
"1589","bill",8
"1590","Bill",7
"1591","billboards",1
"1592","billie",1
"1593","billing",2
"1594","billion",2
"1595","billy",5
"1596","Billy",8
"1597","Billycart",5
"1598","billycarts",1
"1599","Billycarts",1
"1600","Billy's",1
"1601","Biloela",5
"1602","bin",2
"1603","Bin",2
"1604","Bindal",1
"1605","binder",1
"1606","bindi",2
"1607","Bindi",1
"1608","binding",1
"1609","binh",1
"1610","Binns",1
"1611","biodegradable",1
"1612","biodiversity",3
"1613","Biodiversity",1
"1614","biology",7
"1615","bionic",1
"1616","bioreactor",1
"1617","biosecurity",1
"1618","biplane",1
"1619","bipolar",4
"1620","biraban",1
"1621","bird",24
"1622","Bird",7
"1623","birding",1
"1624","Birdman",1
"1625","birds",18
"1626","Birds",4
"1627","birdseed",1
"1628","birdsville",15
"1629","birdwatching",1
"1630","Birdwing",1
"1631","birdwood",2
"1632","Birdwood",3
"1633","birregurra",2
"1634","birth",5
"1635","birthday",10
"1636","Birthday",1
"1637","birthing",2
"1638","bisexual",1
"1639","bishop",2
"1640","Bishop",3
"1641","bissland",1
"1642","Bitches",1
"1643","bite",3
"1644","Bites",1
"1645","Biting",1
"1646","bits",1
"1647","bittern",1
"1648","biviano",1
"1649","blachan",1
"1650","black",34
"1651","Black",7
"1652","Black'",1
"1653","blackadder",1
"1654","blackall",12
"1655","Blackall",1
"1656","Blackater",1
"1657","Blackbirding",1
"1658","Black-birding",1
"1659","blackboards",1
"1660","blackburn",3
"1661","Blackbutt",1
"1662","blacker",1
"1663","blacket",1
"1664","Blacklock",1
"1665","Blackman",1
"1666","blackmilk",1
"1667","Blackmore",6
"1668","blacksmith",2
"1669","Blackwater",1
"1670","blackwood",2
"1671","blainey",1
"1672","blair",2
"1673","Blair",2
"1674","blake",1
"1675","blakebrough",1
"1676","Blakehurst",1
"1677","blanc",1
"1678","Blanchfield",1
"1679","blankets",1
"1680","blas",1
"1681","Blayney",1
"1682","blaze",5
"1683","blazeaid",1
"1684","Bleach",3
"1685","bleathman",1
"1686","Bleeding",1
"1687","Bleich",1
"1688","blend",1
"1689","blessing",1
"1690","BLF",1
"1691","Bli",2
"1692","Blight",1
"1693","blind",7
"1694","Blind",2
"1695","blindness",2
"1696","bliss",2
"1697","Blissett",1
"1698","blizzard",3
"1699","block",3
"1700","blockade",3
"1701","Blockade",1
"1702","blockbuster",1
"1703","blocks",1
"1704","blog",4
"1705","Blog",2
"1706","blokes",1
"1707","Blokes",1
"1708","blom",1
"1709","blomfield",2
"1710","Blomfield",2
"1711","blondie",1
"1712","blood",9
"1713","Blood",2
"1714","bloom",1
"1715","Bloomfield",2
"1716","blooming",3
"1717","blooms",2
"1718","blossom",2
"1719","blossoms",1
"1720","blowing",1
"1721","blown",1
"1722","blue",25
"1723","Blue",19
"1724","Bluebird",1
"1725","Blue-fronted",1
"1726","bluegrass",2
"1727","blues",19
"1728","Blues",4
"1729","bluesfest",3
"1730","bluestone",1
"1731","blue-tailed",1
"1732","Bluey",1
"1733","bluff",3
"1734","blumenthal",1
"1735","Blyth",2
"1736","blythe",183
"1737","Blythe",3
"1738","bmeet",1
"1739","bo",1
"1740","boag",3
"1741","boandik",1
"1742","Boandik",1
"1743","Boar",1
"1744","board",3
"1745","Board",2
"1746","boarding",1
"1747","boardman",1
"1748","boards",1
"1749","boardwalk",1
"1750","boat",30
"1751","Boat",2
"1752","Boating",1
"1753","boats",12
"1754","Boats",1
"1755","bob",17
"1756","Bob",9
"1757","bobby",1
"1758","Bob_Irwin",1
"1759","bobongie",1
"1760","bocce",1
"1761","bock",1
"1762","bodgers",1
"1763","bodging",1
"1764","bodies",1
"1765","Bodinnar",1
"1766","body",4
"1767","Boeing",1
"1768","boer",2
"1769","Boer",3
"1770","boetz",1
"1771","bogan",1
"1772","Bogey",1
"1773","bohe",1
"1774","boheme",1
"1775","Boheme",1
"1776","Bohle",1
"1777","boiling",1
"1778","bojack",1
"1779","boko",1
"1780","bokolmanyo",2
"1781","bolden",1
"1782","Bolivia",1
"1783","bollywood",2
"1784","Bolognese",1
"1785","bolt",2
"1786","bolt-anderson",1
"1787","bolton",1
"1788","Bolton",2
"1789","bom",3
"1790","BOM",8
"1791","bomaderry",1
"1792","bomb",2
"1793","Bomb",1
"1794","Bombala",9
"1795","Bombardier",1
"1796","bomber",1
"1797","bombers",1
"1798","bombing",11
"1799","Bombing",2
"1800","bombings",1
"1801","bombs",2
"1802","Boming",1
"1803","bonachela",1
"1804","Bonanza",3
"1805","bond",7
"1806","Bond",1
"1807","bondi",1
"1808","Bondi",5
"1809","bone",1
"1810","bonegilla",2
"1811","bones",4
"1812","Bones",1
"1813","Bonifacio",1
"1814","Bonney",1
"1815","bonnie",3
"1816","bonsai",3
"1817","book",22
"1818","Book",2
"1819","bookbindery",1
"1820","Bookham",1
"1821","bookie",1
"1822","bookleaf",1
"1823","bookmaker",1
"1824","bookmarks",1
"1825","books",17
"1826","bookshop",1
"1827","boom",2
"1828","Boom",1
"1829","boomerang",1
"1830","Boomerang",2
"1831","boomerangs",1
"1832","boomers",1
"1833","boompacking",1
"1834","Boongoondoo",1
"1835","Boorgaul",1
"1836","Boorowa",1
"1837","boot",1
"1838","boota",1
"1839","booth",5
"1840","Booth",3
"1841","Boothby",1
"1842","booths",2
"1843","Boots",1
"1844","booyong",1
"1845","Bora",1
"1846","Borchgrevink's",1
"1847","border",7
"1848","Border",4
"1849","Borderline",1
"1850","borders",1
"1851","bordertown",1
"1852","bored",1
"1853","Borich",1
"1854","Borlace",1
"1855","born",2
"1856","Borren",1
"1857","borroloola",1
"1858","Borromei",1
"1859","borrowing",1
"1860","borthwicks",1
"1861","Boshoff",1
"1862","boston",2
"1863","Boston",4
"1864","bosuns",1
"1865","botanic",7
"1866","Botanic",13
"1867","botanical",1
"1868","botany",2
"1869","bottle",3
"1870","bottles",1
"1871","bottom",1
"1872","boulder",2
"1873","Boulder",43
"1874","Bouldercombe",1
"1875","boulia",4
"1876","Boulia",2
"1877","bouncy",1
"1878","bound",2
"1879","Bounty",1
"1880","bourke",2
"1881","Bourke",4
"1882","bourne",2
"1883","Bourne",1
"1884","boutique",2
"1885","bow",3
"1886","Bow",1
"1887","Bowden",2
"1888","bowen",1
"1889","Bowen",4
"1890","bower",2
"1891","bowers",1
"1892","bowie",1
"1893","bowl",4
"1894","bowler",1
"1895","Bowler",1
"1896","bowles",2
"1897","Bowles",1
"1898","bowling",4
"1899","Bowling",1
"1900","bowls",1
"1901","Bowls",1
"1902","Bowman",1
"1903","bowraville",1
"1904","Bowtell",2
"1905","box",10
"1906","Box",1
"1907","boxer",4
"1908","boxes",1
"1909","boxing",7
"1910","Boxing",1
"1911","boxkite",1
"1912","boy",3
"1913","boyd",1
"1914","boys",5
"1915","Boys",3
"1916","bra",2
"1917","brad",10
"1918","Brad",10
"1919","@bradatslice",8
"1920","bradbery",1
"1921","braddon",2
"1922","bradfield",21
"1923","Bradfield",2
"1924","bradford",1
"1925","Bradford",1
"1926","bradley",1
"1927","Bradley",1
"1928","bradon",1
"1929","bradshaw",3
"1930","brady",1
"1931","brag",4
"1932","Brahimi",1
"1933","brahman",1
"1934","Brahman",4
"1935","braille",1
"1936","brain",1
"1937","Brain",5
"1938","branch",3
"1939","brand",2
"1940","brands",1
"1941","Brands",1
"1942","Bransdon",1
"1943","Bransfords",1
"1944","Brant",1
"1945","bras",1
"1946","brass",2
"1947","Brass",1
"1948","bravery",1
"1949","brawl",1
"1950","bray",1
"1951","Bray",1
"1952","brayden",1
"1953","brazil",1
"1954","Brazil",1
"1955","Brazilian",1
"1956","BRCA2",1
"1957","Bread",2
"1958","break",5
"1959","Breakaways",1
"1960","breakfast",111
"1961","Breakfast",60
"1962","breaking",4
"1963","Breakout",2
"1964","breaks",1
"1965","breakthrough",1
"1966","Brearley",2
"1967","breast",10
"1968","Breast",1
"1969","breath",1
"1970","breaze",1
"1971","bredhauer",1
"1972","Breed",2
"1973","breeder",1
"1974","Breeders",1
"1975","breeding",8
"1976","breen",1
"1977","breenhold",3
"1978","Brenda",1
"1979","brendan",4
"1980","Brendan",8
"1981","brendon",1
"1982","brennan",2
"1983","Brennecke",1
"1984","brent",1
"1985","Brent",1
"1986","Brenton",1
"1987","brett",12
"1988","Brett",6
"1989","brew",2
"1990","Brew",1
"1991","Brewarrina",3
"1992","brewer",1
"1993","brewers",2
"1994","Brewery",1
"1995","Brewin",5
"1996","brewing",3
"1997","brian",10
"1998","Brian",8
"1999","bribie",5
"2000","Bribie",1
"2001","BRIBIE",1
"2002","brickhill",1
"2003","bricklayer",3
"2004","Bricklayer",1
"2005","bricklaying",1
"2006","bricks",2
"2007","brickworks",1
"2008","bride",2
"2009","brides",1
"2010","bridestowe",2
"2011","bridge",6
"2012","Bridgeman",1
"2013","bridgetown",1
"2014","bridgman",1
"2015","briellen",1
"2016","brigade",4
"2017","Brigade",1
"2018","brigades",1
"2019","Brigadier",2
"2020","briggs",2
"2021","Briggs",3
"2022","bright",2
"2023","Brighton",5
"2024","Brigid's",1
"2025","brilliant",1
"2026","brindabella",1
"2027","Brindabella",1
"2028","brine",1
"2029","bring",1
"2030","bringing",1
"2031","brings",1
"2032","brinklow",1
"2033","brinkworth",1
"2034","Briony",1
"2035","BrisAsia",1
"2036","brisbane",59
"2037","Brisbane",35
"2038","Brisbane-based",1
"2039","Brisbaneite",1
"2040","briscoe",1
"2041","brissie",1
"2042","bristol",1
"2043","britain",1
"2044","Britannia",1
"2045","Brite",1
"2046","british",4
"2047","British",1
"2048","britpop",1
"2049","britt",1
"2050","britton",4
"2051","broad",1
"2052","broadacre",1
"2053","broadband",1
"2054","Broadband",2
"2055","broadbeach",1
"2056","broadbent",1
"2057","broadcast",15
"2058","broadcasting",5
"2059","Broadcasting",3
"2060","broadwater",1
"2061","broadway",1
"2062","Broadwith",1
"2063","Brock",1
"2064","Brodie",2
"2065","Brody",1
"2066","Broersen",1
"2067","Broeze",1
"2068","broke",1
"2069","broken",13
"2070","Broken",43
"2071","brokenhill",1
"2072","broker",1
"2073","brolga",5
"2074","brolgas",1
"2075","bronc",1
"2076","bronco",1
"2077","broncos",3
"2078","Bronte",1
"2079","bronto",1
"2080","bronwyn",2
"2081","Bronwyn",1
"2082","bronze",3
"2083","Broodmare",1
"2084","brook",3
"2085","Brook",1
"2086","brooke",4
"2087","Brooke",3
"2088","Brookfield",1
"2089","brooklyn",2
"2090","brooks",2
"2091","Brooks",1
"2092","broome",22
"2093","Broome",10
"2094","Broomehill",1
"2095","Brooms",1
"2096","brooweena",1
"2097","brophy",1
"2098","Bros",1
"2099","brothel",2
"2100","brotherhood",1
"2101","brothers",3
"2102","Brothers",3
"2103","Brothington",1
"2104","brough",1
"2105","Brough",1
"2106","brown",14
"2107","Brown",4
"2108","browne",1
"2109","Brownjohn",1
"2110","Brownlie",2
"2111","bruce",11
"2112","Bruce",9
"2113","Brucie",1
"2114","bruhl",1
"2115","Bruisessen",1
"2116","brumbies",2
"2117","brumby",3
"2118","Brunch",1
"2119","Brunswick",1
"2120","bruny",2
"2121","brushtail",1
"2122","brutal",1
"2123","Brutal",1
"2124","brwf",1
"2125","bryant",1
"2126","Bryce",2
"2127","Brydie",1
"2128","Bryers",1
"2129","BTA",1
"2130","bub",1
"2131","Buch",1
"2132","buchan",3
"2133","buchanan",1
"2134","bucher",1
"2135","Buchholz",1
"2136","buck",8
"2137","bucket",3
"2138","buckingham",1
"2139","Buckley",1
"2140","buckleys",1
"2141","buddee",1
"2142","buddha",1
"2143","Buddha",2
"2144","Buddha's",1
"2145","buddhism",3
"2146","Buddhism",2
"2147","Buddhist",1
"2148","Buddies",1
"2149","buddy",2
"2150","buderin",1
"2151","buderus",1
"2152","budgerigars",3
"2153","budgerygar",1
"2154","budget",6
"2155","Budget",1
"2156","budgies",3
"2157","buds",1
"2158","buffalo",4
"2159","Buffalo",2
"2160","buffaloes",1
"2161","bug",1
"2162","Bugg",1
"2163","buggies",1
"2164","buggy",3
"2165","bugs",1
"2166","build",2
"2167","builder",2
"2168","building",18
"2169","Building",3
"2170","buildings",2
"2171","Bukhari",1
"2172","bull",9
"2173","Bull",3
"2174","bulldog",1
"2175","bulldogs",4
"2176","Bulldogs",1
"2177","Bulldozer",1
"2178","buller",1
"2179","bullets",1
"2180","bulli",4
"2181","bullock",2
"2182","bullocks",1
"2183","bullride",1
"2184","Bullride",2
"2185","bullriding",1
"2186","bulls",8
"2187","Bully",1
"2188","bullying",6
"2189","Bulmer",1
"2190","Bumbunga",1
"2191","bumper",1
"2192","bunbury",2
"2193","Bunbury",2
"2194","Bund",1
"2195","bundaberg",76
"2196","Bundaberg",7
"2197","bundalaguah",1
"2198","bundanoon",1
"2199","Bundarra",1
"2200","Bundian",1
"2201","bundjalung",1
"2202","bungawalbin",1
"2203","bunic",1
"2204","buninyong",1
"2205","bunjalung",1
"2206","bunji",1
"2207","bunn",1
"2208","bunnies",1
"2209","bunny",1
"2210","bunting",1
"2211","bunya",2
"2212","bunyip",1
"2213","burcham",1
"2214","burdekin",1
"2215","Burdekin",3
"2216","burden",1
"2217","bureau",14
"2218","Bureau",9
"2219","Burge",1
"2220","burgery",1
"2221","burgess",1
"2222","burglary",1
"2223","burgoyne",1
"2224","burial",8
"2225","Burial",1
"2226","buried",1
"2227","burin",34
"2228","burke",1
"2229","burketown",2
"2230","burleigh",3
"2231","burlesque",1
"2232","burley",4
"2233","Burley",1
"2234","Burlik",1
"2235","burma",1
"2236","Burmese",1
"2237","burn",6
"2238","burndoo",1
"2239","burned",1
"2240","burnett",13
"2241","Burnett",2
"2242","burnie",24
"2243","burning",4
"2244","Burning",2
"2245","burns",4
"2246","Burns",3
"2247","Burnside",1
"2248","burnt",8
"2249","burpee",2
"2250","burpees",1
"2251","burqua",1
"2252","Burr",2
"2253","burra",1
"2254","burrandies",1
"2255","burrendong",3
"2256","Burrendong",1
"2257","burrows",1
"2258","burrundies",1
"2259","Burrundies",1
"2260","Burrup",1
"2261","burst",1
"2262","Burt",2
"2263","burton",4
"2264","Burton",2
"2265","bus",8
"2266","Bus",1
"2267","busby",2
"2268","Busby",5
"2269","buscuits",1
"2270","buses",3
"2271","bush",28
"2272","Bush",5
"2273","bushcamp",1
"2274","Bushell",1
"2275","bushfire",56
"2276","Bushfire",7
"2277","bushfires",26
"2278","Bushfires",2
"2279","BUSHFIRES",1
"2280","bushfre",1
"2281","BUSHkids",1
"2282","Bushland",2
"2283","bushranger",1
"2284","bushrangers",3
"2285","bushwalking",2
"2286","business",37
"2287","Business",4
"2288","businesses",2
"2289","buskers",1
"2290","busking",2
"2291","Busking",1
"2292","busselton",1
"2293","busses",1
"2294","bust",1
"2295","Bust",1
"2296","but",2
"2297","butch",4
"2298","Butchart",1
"2299","butcher",3
"2300","Butcher",2
"2301","butchering",1
"2302","butchery",1
"2303","butchulla",1
"2304","Butchulla",1
"2305","butler",2
"2306","Butler",4
"2307","butter",1
"2308","Butter",1
"2309","butterflies",2
"2310","Butterflies",1
"2311","butterfly",4
"2312","butting",1
"2313","button",1
"2314","buttons",2
"2315","buttrose",1
"2316","buxton",1
"2317","buy",3
"2318","Buy",1
"2319","buyers",1
"2320","BVB",1
"2321","by",6
"2322","Bye",2
"2323","byers",1
"2324","bylong",1
"2325","Bylong",1
"2326","byrne",3
"2327","Byrne",2
"2328","byrning",1
"2329","byron",40
"2330","Byron",3
"2331","Byrt",1
"2332","bystander",1
"2333","c",5
"2334","C.",1
"2335","c100",1
"2336","c3",1
"2337","C3",1
"2338","Caballero",1
"2339","caban",2
"2340","cabaret",1
"2341","Cabaret",2
"2342","cabbage",5
"2343","cabernet",1
"2344","cabinet",2
"2345","Cabinet",1
"2346","cable",4
"2347","Cable",1
"2348","caboolture",2
"2349","cache",1
"2350","cacti",4
"2351","cactus",4
"2352","Cactus",2
"2353","Cadbury",1
"2354","cadd",1
"2355","Caddie",3
"2356","caddy",1
"2357","Cadel",6
"2358","Cadet",1
"2359","cadets",3
"2360","Cadets",1
"2361","cadillac",3
"2362","cadillacs",1
"2363","Caernarvon",1
"2364","cafe",7
"2365","Cafe",6
"2366","caffeine",1
"2367","cage",4
"2368","caggaino",1
"2369","Cahill",1
"2370","Cahor",1
"2371","caine",1
"2372","cairn",1
"2373","cairns",24
"2374","Cairns",80
"2375","Cairo",1
"2376","cait",1
"2377","Caitlin",1
"2378","cake",5
"2379","cakes",2
"2380","Cakesmashing",1
"2381","calan",2
"2382","Calare",3
"2383","caldersmith",1
"2384","caldwell",3
"2385","caleb",2
"2386","calendar",5
"2387","calf",3
"2388","california",2
"2389","call",1
"2390","Call",2
"2391","call-back",1
"2392","callinan",2
"2393","calling",1
"2394","Calling",1
"2395","Calliope",1
"2396","Callipari's",1
"2397","calls",3
"2398","Callum",1
"2399","calnin",1
"2400","caloundra",2
"2401","Caloundra",2
"2402","calvano",1
"2403","calves",3
"2404","Cambodia",1
"2405","cambridge",3
"2406","Cambridge",2
"2407","camden",1
"2408","Camden",1
"2409","came",1
"2410","camel",8
"2411","Camel",1
"2412","camels",1
"2413","camembert",1
"2414","camera",18
"2415","cameraman",1
"2416","cameras",1
"2417","cameron",11
"2418","Cameron",3
"2419","camerons",1
"2420","camilla",6
"2421","camilleri",2
"2422","Camilleri",1
"2423","camino",2
"2424","Camino",1
"2425","camooweal",3
"2426","camp",11
"2427","Camp",3
"2428","campaign",5
"2429","Campana",1
"2430","campbell",10
"2431","Campbell",8
"2432","Campbelltown",1
"2433","campdog",1
"2434","campdogs",1
"2435","campdraft",6
"2436","Campdraft",1
"2437","campdrafter",1
"2438","campdrafting",3
"2439","camperdown",1
"2440","camping",5
"2441","Camping",1
"2442","camps",1
"2443","campsie",1
"2444","campsite",1
"2445","campus",1
"2446","Campus",1
"2447","can",8
"2448","CAN",1
"2449","canada",2
"2450","canadian",2
"2451","canal",1
"2452","Canan",1
"2453","Canary",1
"2454","canberra",43
"2455","canberra:",1
"2456","Canberra",44
"2457","Canberra:",26
"2458","canberra100",9
"2459","Canberra100",3
"2460","Canberra:drive",1
"2461","Cancellier",1
"2462","cancer",52
"2463","Cancer",9
"2464","Candelight",1
"2465","candice",14
"2466","candidates",5
"2467","Candidates",2
"2468","candlelight",1
"2469","candles",1
"2470","candy",1
"2471","cane",7
"2472","Cane",5
"2473","canine",2
"2474","canines",2
"2475","cannabis",3
"2476","cannery",2
"2477","cannibas",1
